id,label,description,url,x,y,cluster,weight<Links>,weight<Total link strength>,weight<Citations>,weight<Norm. citations>,score<Pub. year>,score<Citations>,score<Norm. citations>
3,zhang (2022a),"<table><tr><td>Authors:</td><td>zhang, shuailei; ang, kai keng; zheng, dezhi; hui, qianxin; chen, xinlei; li, yang; tang, ning; chew, effie; lim, rosary yuting; guan, cuntai</td></tr><tr><td>Title:</td><td>learning eeg representations with weighted convolutional siamese network: a large multi-session post-stroke rehabilitation study</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 30, 2824-2833</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tnsre.2022.3209155,-0.4533,-0.3621,4,244,494,21,1.4682,2022,21,1.4682
5,yang (2022a),"<table><tr><td>Authors:</td><td>yang, shiau-ru; jung, tzyy-ping; lin, chin-teng; huang, kuan-chih; wei, chun-shu; chiueh, herming; hsin, yue-loong; liou, guan-ting; wang, li-chun</td></tr><tr><td>Title:</td><td>recognizing tonal and nontonal mandarin sentences for eeg-based brain-computer interface</td></tr><tr><td>Source:</td><td>ieee transactions on cognitive and developmental systems, 14(4), 1666-1677</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tcds.2021.3137251,0.2694,-0.0182,2,186,256,5,0.3496,2022,5,0.3496
10,garg (2022),"<table><tr><td>Authors:</td><td>garg, nikhil; garg, rohit; anand, apoorv; baths, veeky</td></tr><tr><td>Title:</td><td>decoding the neural signatures of valence and arousal from portable eeg headset</td></tr><tr><td>Source:</td><td>frontiers in human neuroscience, 16</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.3389/fnhum.2022.1051463,0.7448,-0.0056,2,289,666,8,0.5593,2022,8,0.5593
18,mohamed (2024a),"<table><tr><td>Authors:</td><td>mohamed, amr f.; jusas, vacius</td></tr><tr><td>Title:</td><td>comprehensive analysis of feature extraction methods for emotion recognition on motor imagery from multichannel eeg recordings</td></tr><tr><td>Source:</td><td>good practices and new perspectives in information systems and, 986, 211-231</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1007/978-3-031-60218-4_20,0.8626,-0.0027,2,229,517,3,0.5603,2024,3,0.5603
24,guo (2023),"<table><tr><td>Authors:</td><td>guo, wenhui; xu, guixun; wang, yanjiang</td></tr><tr><td>Title:</td><td>multi-source domain adaptation with spatio-temporal feature extractor for eeg emotion recognition</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 84</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1016/j.bspc.2023.104998,1.0046,-0.2353,2,233,711,46,4.1648,2023,46,4.1648
25,fan (2025),"<table><tr><td>Authors:</td><td>fan, cunhang; yang, fan; zhang, jingjing; sun, jingpeng; che, hao; hu, su; wen, zhengqi; lv, zhao</td></tr><tr><td>Title:</td><td>a domain adaptation framework by aligning the inverse gram matrices for cross-subject motor imagery classification</td></tr><tr><td>Source:</td><td>ieee transactions on consumer electronics, 71(2), 5390-5403</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/tce.2025.3573773,-0.1488,-0.3529,4,266,517,1,0.5003,2025,1,0.5003
27,zhang (2018a),"<table><tr><td>Authors:</td><td>zhang, ranran; xiao, xiaoyan; liu, zhi; jiang, wei; li, jianwen; cao, yankun; ren, jianmin; jiang, dongmei; cui, lizhen</td></tr><tr><td>Title:</td><td>a new motor imagery eeg classification method fb-trcsp plus rf based on csp and random forest</td></tr><tr><td>Source:</td><td>ieee access, 6, 44944-44950</td></tr><tr><td>Year:</td><td>2018</td></tr></table>",https://doi.org/10.1109/access.2018.2860633,-0.7979,-0.3731,1,196,365,24,1.1187,2018,24,1.1187
33,yang (2024a),"<table><tr><td>Authors:</td><td>yang, cheng; wang, shiyu; peng, yiteng; zhang, zhichao; kong, lei; zhou, chuyi; tao, ye; chen, xiaoyu</td></tr><tr><td>Title:</td><td>online bci systems: cross-subject motor imagery classification based on weighted time-domain feature extraction methods</td></tr><tr><td>Source:</td><td>journal of engineering design, 35(6), 685-708</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1080/09544828.2024.2326396,-0.6908,-0.1366,1,217,352,2,0.3735,2024,2,0.3735
37,shen (2023),"<table><tr><td>Authors:</td><td>shen, jian; zhang, yanan; liang, huajian; zhao, zeguang; dong, qunxi; qian, kun; zhang, xiaowei; hu, bin</td></tr><tr><td>Title:</td><td>exploring the intrinsic features of eeg signals via empirical mode decomposition for depression recognition</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 31, 356-365</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/tnsre.2022.3221962,0.3044,0.1864,3,243,314,61,5.5229,2023,61,5.5229
42,ren (2023),"<table><tr><td>Authors:</td><td>ren, qirui; sun, xiaofan; fu, xiangqu; zhang, shuaidi; yuan, yiyang; wu, hao; li, xiaoran; wang, xinghua; zhang, feng</td></tr><tr><td>Title:</td><td>a review of automatic detection of epilepsy based on eeg signals</td></tr><tr><td>Source:</td><td>journal of semiconductors, 44(12)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1088/1674-4926/44/12/121401,-0.1414,0.723,3,103,211,3,0.2716,2023,3,0.2716
44,delisle-rodriguez (2023),"<table><tr><td>Authors:</td><td>delisle-rodriguez, denis; silva, leticia; bastos-filho, teodiano</td></tr><tr><td>Title:</td><td>eeg changes during passive movements improve the motor imagery feature extraction in bcis-based sensory feedback calibration</td></tr><tr><td>Source:</td><td>journal of neural engineering, 20(1)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1088/1741-2552/acb73b,-0.7123,-0.3386,1,192,330,13,1.177,2023,13,1.177
45,li (2015),"<table><tr><td>Authors:</td><td>li, yudu; ma, sen; hu, zhongze; chen, jiansheng; su, guangda; dou, weibei</td></tr><tr><td>Title:</td><td>single trial eeg classification applied to a face recognition experiment using different feature extraction methods</td></tr><tr><td>Source:</td><td>2015 37th annual international conference of the ieee engineering in, 7246-7249</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",,-0.5574,0.0292,1,251,329,2,0.0854,2015,2,0.0854
48,miao (2017a),"<table><tr><td>Authors:</td><td>miao, minmin; wang, aimin; liu, feixiang</td></tr><tr><td>Title:</td><td>a spatial-frequency-temporal optimized feature sparse representation-based classification method for motor imagery eeg pattern recognition</td></tr><tr><td>Source:</td><td>medical & biological engineering & computing, 55(9), 1589-1603</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1007/s11517-017-1622-1,-0.9281,-0.288,1,212,459,36,1.119,2017,36,1.119
53,singh (2022),"<table><tr><td>Authors:</td><td>singh, nalini; dehuri, satchidananda</td></tr><tr><td>Title:</td><td>epilepsy detection from electroencephalogram signal using singular value decomposition and extreme learning machine classifier</td></tr><tr><td>Source:</td><td>international journal of biomedical engineering and technology, 39(1), 22-39</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1504/ijbet.2022.123257,-0.2011,0.819,3,136,375,4,0.2797,2022,4,0.2797
62,wang (2017a),"<table><tr><td>Authors:</td><td>wang, lina; xue, weining; li, yang; luo, meilin; huang, jie; cui, weigang; huang, chao</td></tr><tr><td>Title:</td><td>automatic epileptic seizure detection in eeg signals using multi-domain feature extraction and nonlinear analysis</td></tr><tr><td>Source:</td><td>entropy, 19(6)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.3390/e19060222,-0.3077,0.9116,3,85,265,177,5.5016,2017,177,5.5016
63,mohamed (2024b),"<table><tr><td>Authors:</td><td>mohamed, amr f.; jusas, vacius</td></tr><tr><td>Title:</td><td>developing innovative feature extraction techniques from the emotion recognition field on motor imagery using brain-computer interface eeg signals</td></tr><tr><td>Source:</td><td>applied sciences-basel, 14(23)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.3390/app142311323,-0.2047,-0.0924,1,256,382,6,1.1205,2024,6,1.1205
65,mirgholami (2019),"<table><tr><td>Authors:</td><td>mirgholami, mahsa; shahtalebi, soroosh; cui, william; karimi, raika; asif, amir; mohammadi, arash</td></tr><tr><td>Title:</td><td>adaptive subject-specific bayesian spectral filtering for single trial eeg classification</td></tr><tr><td>Source:</td><td>2019 7th ieee global conference on signal and information processing</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1109/globalsip45357.2019.8969391,-0.7686,-0.3444,1,208,395,0,0,2019,0,0
69,li (2014),"<table><tr><td>Authors:</td><td>li, xinyang; guan, cuntai; zhang, haihong; ang, kai keng; ong, sim heng</td></tr><tr><td>Title:</td><td>adaptation of motor imagery eeg classification model based on tensor decomposition</td></tr><tr><td>Source:</td><td>journal of neural engineering, 11(5)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",https://doi.org/10.1088/1741-2560/11/5/056020,-0.9594,-0.298,1,175,341,14,0.4712,2014,14,0.4712
75,rodriguez-bermudez (2012),"<table><tr><td>Authors:</td><td>rodriguez-bermudez, german; garcia-laencina, pedro j.</td></tr><tr><td>Title:</td><td>automatic and adaptive classification of electroencephalographic signals for brain computer interfaces</td></tr><tr><td>Source:</td><td>journal of medical systems, 36(1), s51-s63</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",https://doi.org/10.1007/s10916-012-9893-4,-0.754,-0.0164,1,243,467,53,1.4576,2012,53,1.4576
79,du (2023),"<table><tr><td>Authors:</td><td>du, xiuli; kong, meiya; qiu, shaoming; guo, jiangyu; lv, yana</td></tr><tr><td>Title:</td><td>recognition of motor imagery eeg signals based on capsule network</td></tr><tr><td>Source:</td><td>ieee access, 11, 31262-31271</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/access.2023.3262025,-0.3743,-0.3547,4,222,365,5,0.4527,2023,5,0.4527
95,papadopoulos (2022),"<table><tr><td>Authors:</td><td>papadopoulos, sotirios; bonaiuto, james; mattout, jeremie</td></tr><tr><td>Title:</td><td>an impending paradigm shift in motor imagery based brain-computer interfaces</td></tr><tr><td>Source:</td><td>frontiers in neuroscience, 15</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.3389/fnins.2021.824759,-0.8186,-0.1874,1,237,517,6,0.4195,2022,6,0.4195
101,li (2020),"<table><tr><td>Authors:</td><td>li, ming-ai; wang, yi-fan; zhu, xiao-qing; yang, jin-fu</td></tr><tr><td>Title:</td><td>a wrapped time-frequency combined selection in the source domain</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 57</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1016/j.bspc.2019.101748,-0.7238,-0.3257,1,198,359,7,0.2773,2020,7,0.2773
107,phunruangsakao (2022),"<table><tr><td>Authors:</td><td>phunruangsakao, chatrin; achanccaray, david; hayashibe, mitsuhiro</td></tr><tr><td>Title:</td><td>deep adversarial domain adaptation with few-shot learning for motor-imagery brain-computer interface</td></tr><tr><td>Source:</td><td>ieee access, 10, 57255-57265</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/access.2022.3178100,-0.1925,-0.3789,4,245,522,33,2.3072,2022,33,2.3072
114,zhang (2023a),"<table><tr><td>Authors:</td><td>zhang, yuan-peng; zhang, xin-yun; cheng, yu-ting; li, bing; teng, xin-zhi; zhang, jiang; lam, saikit; zhou, ta; ma, zong-rui; sheng, jia-bao; tam, victor c. w.; lee, shara w. y.; ge, hong; cai, jing</td></tr><tr><td>Title:</td><td>artificial intelligence-driven radiomics study in cancer: the role of feature engineering and modeling</td></tr><tr><td>Source:</td><td>military medical research, 10(1)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1186/s40779-023-00458-8,0.2489,0.0776,3,90,103,175,15.8443,2023,175,15.8443
117,ren (2024),"<table><tr><td>Authors:</td><td>ren, chao; chen, jinbo; li, rui; zheng, weihao; chen, yijiang; yang, yikun; zhang, xiaowei; hu, bin</td></tr><tr><td>Title:</td><td>semi-supervised pairwise transfer learning based on multi-source domain adaptation: a case on eeg-based emotion</td></tr><tr><td>Source:</td><td>knowledge-based systems, 305</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1016/j.knosys.2024.112669,0.9647,-0.1645,2,209,561,15,2.8013,2024,15,2.8013
124,bablani (2019),"<table><tr><td>Authors:</td><td>bablani, annushree; edla, damodar reddy; tripath, diwakar; cheruku, ramalingaswamy</td></tr><tr><td>Title:</td><td>survey on brain-computer interface: an emerging computational intelligence paradigm</td></tr><tr><td>Source:</td><td>acm computing surveys, 52(1)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1145/3297713,-0.6405,-0.0808,1,234,453,58,2.7562,2019,58,2.7562
126,kauati-saito (2025),"<table><tr><td>Authors:</td><td>kauati-saito, eric; pereira, andre da silva; fontana, ana paula; miranda de sa, antonio mauricio ferreira leite; soares, juliana guimaraes martins; tierra-criollo, carlos julio</td></tr><tr><td>Title:</td><td>classification of different motor imagery tasks with the same limb using electroencephalographic signals</td></tr><tr><td>Source:</td><td>sensors, 25(17)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.3390/s25175291,-0.4925,-0.1458,1,249,411,1,0.5003,2025,1,0.5003
127,arif (2024),"<table><tr><td>Authors:</td><td>arif, muhammad; rehman, faizan ur; sekanina, lukas; malik, amir saeed</td></tr><tr><td>Title:</td><td>a comprehensive survey of evolutionary algorithms and metaheuristics in brain eeg-based applications</td></tr><tr><td>Source:</td><td>journal of neural engineering, 21(5)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1088/1741-2552/ad7f8e,0.2344,0.3246,3,263,400,13,2.4278,2024,13,2.4278
129,ouyang (2022),"<table><tr><td>Authors:</td><td>ouyang, delin; yuan, yufei; li, guofa; guo, zizheng</td></tr><tr><td>Title:</td><td>the effect of time window length on eeg-based emotion recognition</td></tr><tr><td>Source:</td><td>sensors, 22(13)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.3390/s22134939,1.0086,-0.0354,2,208,496,37,2.5869,2022,37,2.5869
133,yuvaraj (2023),"<table><tr><td>Authors:</td><td>yuvaraj, rajamanickam; thagavel, prasanth; thomas, john; fogarty, jack; ali, farhan</td></tr><tr><td>Title:</td><td>comprehensive analysis of feature extraction methods for emotion recognition from multichannel eeg recordings</td></tr><tr><td>Source:</td><td>sensors, 23(2)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.3390/s23020915,1.0412,0.0527,2,200,639,45,4.0742,2023,45,4.0742
136,vadivelan (2024),"<table><tr><td>Authors:</td><td>vadivelan, d. senthil; sethuramalingam, prabhu; uma, m.</td></tr><tr><td>Title:</td><td>a systematic analysis of intelligent control for robotic arms using non-invasive eeg signals: a comprehensive review</td></tr><tr><td>Source:</td><td>international journal of signal and imaging systems engineering, 13(4)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1504/ijsise.2024.10070154,-0.6704,-0.1691,1,235,470,0,0,2024,0,0
139,gao (2016),"<table><tr><td>Authors:</td><td>gao, lin; cheng, wei; zhang, jinhua; wang, jue</td></tr><tr><td>Title:</td><td>eeg classification for motor imagery and resting state in bci applications using multi-class adaboost extreme learning machine</td></tr><tr><td>Source:</td><td>review of scientific instruments, 87(8)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",https://doi.org/10.1063/1.4959983,-0.8318,-0.1625,1,203,353,37,1.6673,2016,37,1.6673
142,zhu (2024),"<table><tr><td>Authors:</td><td>zhu, mu; bai, zhongli; wu, qingzhou; wang, junchi; xu, wenhui; song, yu; gao, qiang</td></tr><tr><td>Title:</td><td>cfbc: a network for eeg emotion recognition by selecting the information of crucial frequency bands</td></tr><tr><td>Source:</td><td>ieee sensors journal, 24(19), 30451-30461</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/jsen.2024.3440340,1.3042,-0.0948,2,180,532,4,0.747,2024,4,0.747
143,samiee (2017),"<table><tr><td>Authors:</td><td>samiee, kaveh; kovacs, peter; gabbouj, moncef</td></tr><tr><td>Title:</td><td>epileptic seizure detection in long-term eeg records using sparse rational decomposition and local gabor binary patterns feature extraction</td></tr><tr><td>Source:</td><td>knowledge-based systems, 118, 228-240</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1016/j.knosys.2016.11.023,-0.19,0.7169,3,115,252,86,2.6731,2017,86,2.6731
152,hsu (2015),"<table><tr><td>Authors:</td><td>hsu, wei-yen</td></tr><tr><td>Title:</td><td>assembling a multi-feature eeg classifier for left-right motor imagery data using wavelet-based fuzzy approximate entropy for improved accuracy</td></tr><tr><td>Source:</td><td>international journal of neural systems, 25(8)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",https://doi.org/10.1142/s0129065715500379,-0.7882,0.111,1,188,339,57,2.435,2015,57,2.435
157,fang (2015),"<table><tr><td>Authors:</td><td>fang, yonghui; chen, minyou; zheng, xufei</td></tr><tr><td>Title:</td><td>extracting features from phase space of eeg signals in brain-computer interfaces</td></tr><tr><td>Source:</td><td>neurocomputing, 151, 1477-1485</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",https://doi.org/10.1016/j.neucom.2014.10.038,-0.8974,-0.0923,1,210,366,58,2.4777,2015,58,2.4777
167,zoumpourlis (2024),"<table><tr><td>Authors:</td><td>zoumpourlis, georgios; patras, ioannis</td></tr><tr><td>Title:</td><td>motor imagery decoding using ensemble curriculum learning and collaborative training</td></tr><tr><td>Source:</td><td>2024 12th international winter conference on brain-computer interface,</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/bci60775.2024.10480476,-0.1145,-0.0971,4,172,269,5,0.9338,2024,5,0.9338
169,jia (2020),"<table><tr><td>Authors:</td><td>jia, tianyu; liu, ke; lu, yijia; liu, yali; li, chong; ji, linhong; qian, chao</td></tr><tr><td>Title:</td><td>small-dimension feature matrix construction method for decoding repetitive finger movements from electroencephalogram signals</td></tr><tr><td>Source:</td><td>ieee access, 8, 56060-56071</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1109/access.2020.2982210,-0.4667,-0.0456,1,178,239,4,0.1584,2020,4,0.1584
180,dagdevir (2023),"<table><tr><td>Authors:</td><td>dagdevir, eda; tokmakci, mahmut</td></tr><tr><td>Title:</td><td>determination of effective signal processing stages for brain computer interface on bci competition iv data set 2b: a review study</td></tr><tr><td>Source:</td><td>iete journal of research, 69(6), 3144-3155</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1080/03772063.2021.1914204,-0.6526,-0.1865,1,199,360,12,1.0865,2023,12,1.0865
181,li (2019a),"<table><tr><td>Authors:</td><td>li, mingai; xi, hongwei; zhu, xiaoqing</td></tr><tr><td>Title:</td><td>an incremental version of l-mvu for the feature extraction of mi-eeg</td></tr><tr><td>Source:</td><td>computational intelligence and neuroscience, 2019</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1155/2019/4317078,-0.8094,-0.0415,1,173,248,5,0.2376,2019,5,0.2376
182,wan (2025),"<table><tr><td>Authors:</td><td>wan, chunting; xu, chuanpei; chen, dongyi; wei, daohong; li, xiang</td></tr><tr><td>Title:</td><td>emotion recognition based on a limited number of multimodal physiological signals channels</td></tr><tr><td>Source:</td><td>measurement, 242</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1016/j.measurement.2024.115940,1.2565,-0.0574,2,176,444,9,4.503,2025,9,4.503
184,huang (2020),"<table><tr><td>Authors:</td><td>huang, shoulin; chen, yang; wang, tong; ma, ting</td></tr><tr><td>Title:</td><td>spectrum-weighted tensor discriminant analysis for motor imagery-based bci</td></tr><tr><td>Source:</td><td>ieee access, 8, 93749-93759</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1109/access.2020.2995302,-0.7099,-0.3557,1,220,449,6,0.2377,2020,6,0.2377
187,luo (2022),"<table><tr><td>Authors:</td><td>luo, junhai; tian, yuxin; yu, hang; chen, yu; wu, man</td></tr><tr><td>Title:</td><td>semi-supervised cross-subject emotion recognition based on stacked denoising autoencoder architecture using a fusion of multi-modal physiological signals</td></tr><tr><td>Source:</td><td>entropy, 24(5)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.3390/e24050577,0.7431,0.1633,2,189,341,18,1.2585,2022,18,1.2585
189,khorshidtalab (2013),"<table><tr><td>Authors:</td><td>khorshidtalab, a.; salami, m. j. e.; hamedi, m.</td></tr><tr><td>Title:</td><td>robust classification of motor imagery eeg signals using statistical time-domain features</td></tr><tr><td>Source:</td><td>physiological measurement, 34(11), 1563-1579</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",https://doi.org/10.1088/0967-3334/34/11/1563,-0.9083,-0.163,1,197,340,22,0.935,2013,22,0.935
192,krishnan (2024),"<table><tr><td>Authors:</td><td>krishnan, palani thanaraj; erramchetty, sudheer kumar; balusa, bhanu chander</td></tr><tr><td>Title:</td><td>advanced framework for epilepsy detection through image-based eeg signal analysis</td></tr><tr><td>Source:</td><td>frontiers in human neuroscience, 18</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.3389/fnhum.2024.1336157,-0.2582,0.8858,3,79,197,11,2.0543,2024,11,2.0543
196,das (2016),"<table><tr><td>Authors:</td><td>das, a. k.; suresh, s.; sundararajan, n.</td></tr><tr><td>Title:</td><td>a robust interval type-2 fuzzy inference based bci system</td></tr><tr><td>Source:</td><td>2016 ieee international conference on systems, man, and cybernetics, 4176-4181</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",,-0.9083,-0.3682,1,189,386,0,0,2016,0,0
207,llera (2014),"<table><tr><td>Authors:</td><td>llera, a.; gomez, v.; kappen, h. j.</td></tr><tr><td>Title:</td><td>adaptive multiclass classification for brain computer interfaces</td></tr><tr><td>Source:</td><td>neural computation, 26(6), 1108-1127</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",https://doi.org/10.1162/neco_a_00592,-0.6668,-0.0504,1,233,401,28,0.9424,2014,28,0.9424
208,zheng (2021),"<table><tr><td>Authors:</td><td>zheng, xiangwei; liu, xiaofeng; zhang, yuang; cui, lizhen; yu, xiaomei</td></tr><tr><td>Title:</td><td>a portable hci system-oriented eeg feature extraction and channel selection for emotion recognition</td></tr><tr><td>Source:</td><td>international journal of intelligent systems, 36(1), 152-176</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1002/int.22295,0.8713,0.1116,2,213,395,41,2.4145,2021,41,2.4145
212,yang (2025),"<table><tr><td>Authors:</td><td>yang, jiaqi; gu, tianhao; lin, chong; xu, jiazhen</td></tr><tr><td>Title:</td><td>a multi-teacher distilling framework with data privacy for eeg emotion recognition</td></tr><tr><td>Source:</td><td>journal of integrative neuroscience, 24(11)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.31083/jin44121,1.2078,-0.0699,2,196,598,0,0,2025,0,0
213,faradji (2011),"<table><tr><td>Authors:</td><td>faradji, farhad; ward, rabab k.; birch, gary e.</td></tr><tr><td>Title:</td><td>toward development of a two-state brain-computer interface based on mental tasks</td></tr><tr><td>Source:</td><td>journal of neural engineering, 8(4)</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",https://doi.org/10.1088/1741-2560/8/4/046014,-0.8747,-0.112,1,202,407,10,0.2554,2011,10,0.2554
214,houssein (2017),"<table><tr><td>Authors:</td><td>houssein, essam h.; hassanien, aboul ella; ismaeel, alaa a. k.</td></tr><tr><td>Title:</td><td>eeg signals classification for epileptic detection: a review</td></tr><tr><td>Source:</td><td>proceedings of the second international conference on internet of</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1145/3018896.3018970,-0.3479,0.687,3,116,216,12,0.373,2017,12,0.373
219,gao (2023a),"<table><tr><td>Authors:</td><td>gao, chenguang; uchitomi, hirotaka; miyake, yoshihiro</td></tr><tr><td>Title:</td><td>cross-sensory eeg emotion recognition with filter bank riemannian feature and adversarial domain adaptation</td></tr><tr><td>Source:</td><td>brain sciences, 13(9)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.3390/brainsci13091326,0.3611,-0.3052,4,240,427,7,0.6338,2023,7,0.6338
227,yu (2025),"<table><tr><td>Authors:</td><td>yu, changyi; zhang, xiu; zhang, xin; yang, yingjie</td></tr><tr><td>Title:</td><td>eeg emotion recognition using multi-dimensional features with attention-based inception capsule network</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 110</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1016/j.bspc.2025.108248,1.2227,-0.0891,2,188,553,4,2.0013,2025,4,2.0013
228,motamedi-fakhr (2014),"<table><tr><td>Authors:</td><td>motamedi-fakhr, shayan; moshrefi-torbati, mohamed; hill, martyn; hill, catherine m.; white, paul r.</td></tr><tr><td>Title:</td><td>signal processing techniques applied to human sleep eeg signals-a review</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 10, 21-33</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",https://doi.org/10.1016/j.bspc.2013.12.003,-0.2769,0.2951,3,172,265,192,6.4624,2014,192,6.4624
229,vrochidou (2021),"<table><tr><td>Authors:</td><td>vrochidou, eleni; lytridis, chris; bazinas, christos; papakostas, george a.; wagatsuma, hiroaki; kaburlasos, vassilis g.</td></tr><tr><td>Title:</td><td>brain signals classification based on fuzzy lattice reasoning</td></tr><tr><td>Source:</td><td>mathematics, 9(9)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.3390/math9091063,1.1094,-0.0062,2,187,431,1,0.0589,2021,1,0.0589
233,li (2017a),"<table><tr><td>Authors:</td><td>li, mingyang; chen, wanzhong; zhang, tao</td></tr><tr><td>Title:</td><td>application of modwt and log-normal distribution model for automatic epilepsy identification</td></tr><tr><td>Source:</td><td>biocybernetics and biomedical engineering, 37(4), 679-689</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1016/j.bbe.2017.08.003,-0.2723,0.861,3,105,302,30,0.9325,2017,30,0.9325
239,lin (2022),"<table><tr><td>Authors:</td><td>lin, ruijing; dong, chaoyi; ma, pengfei; ma, shuang; chen, xiaoyan; liu, huanzi</td></tr><tr><td>Title:</td><td>a fused multidimensional eeg classification method based on an extreme tree feature selection</td></tr><tr><td>Source:</td><td>computational intelligence and neuroscience, 2022</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1155/2022/7609196,-0.7198,-0.0844,1,183,260,5,0.3496,2022,5,0.3496
243,petrantonakis (2010),"<table><tr><td>Authors:</td><td>petrantonakis, panagiotis c.; hadjileontiadis, leontios j.</td></tr><tr><td>Title:</td><td>emotion recognition from brain signals using hybrid adaptive filtering and higher order crossings analysis</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 1(2), 81-97</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",https://doi.org/10.1109/t-affc.2010.7,-0.0302,0.1571,3,173,243,188,5.1125,2010,188,5.1125
253,gudikandula (2025),"<table><tr><td>Authors:</td><td>gudikandula, niharika; janapati, ravichander; sengupta, rakesh; chintala, sridhar</td></tr><tr><td>Title:</td><td>brain computer interface based emotion recognition with error analysis and challenges: an interdisciplinary review</td></tr><tr><td>Source:</td><td>discover applied sciences, 7(8)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1007/s42452-025-06692-0,0.6047,0.0029,2,282,609,1,0.5003,2025,1,0.5003
